Rank,Term,Score,Search term?,Category?
5362,grazing efficiency,1.00,,
5362,lukas r.,1.00,,
5362,recent advances,1.00,,
5362,abundant gas,1.00,,
5362,human consumption,1.00,,
5362,tolo harbor,1.00,,
5362,seawater residue,1.00,,
5362,isotope uptake,1.00,,
5362,low qzp,1.00,,
5362,large-scale disturbance,1.00,,
5362,sediment supply,1.00,,
5362,metal sulfide,1.00,,
5362,depth model,1.00,,
5362,other trend,1.00,,
5362,additional supply,1.00,,
5362,western half,1.00,,
5362,future co,1.00,,
5362,look forwards,1.00,,
5362,pygoscelis papua,1.00,,
5362,long-term movement,1.00,,
5362,unpigmented nanoflagellate,1.00,,
5362,pon cell21,1.00,,
5362,fa richard,1.00,,
5362,com- bination,1.00,,
5362,biological reaction,1.00,,
5362,nutrient interaction,1.00,,
5362,traditional approach,1.00,,
5362,14c-spiked incubation,1.00,,
5362,fluorometer voltage,1.00,,
5362,marine bacterioplankton,1.00,,
5362,healthy state,1.00,,
5362,statistical comparison,1.00,,
5362,holistic behavior,1.00,,
5362,surface datum,1.00,,
5362,long period,1.00,,
5362,exceptional situation,1.00,,
5362,us fish,1.00,,
5362,constitu- washington,1.00,,
5362,cultural heritage,1.00,,
5362,microbial loop-,1.00,,
5362,gill ae,1.00,,
5362,npq d,1.00,,
5362,particulate nutrient,1.00,,
5362,iron fertilisation,1.00,,
5362,ml min21,1.00,,
5362,microprotozoan grazer,1.00,,
5362,eutrophication status,1.00,,
5362,empirical-mechanistic hybrid,1.00,,
5362,replicate bottle,1.00,,
5362,ocean-color satellite,1.00,,
5362,s- adenosylmethionine,1.00,,
5362,metaphorical landscape,1.00,,
5362,positive temperature,1.00,,
5362,temporal record,1.00,,
5362,tomopteris sp,1.00,,
5362,nitrogen assimilation,1.00,,
5362,viral-induced mortality,1.00,,
5362,assimilation rate,1.00,,
5362,diges- tion,1.00,,
5362,acute stress,1.00,,
5362,develop- ment,1.00,,
5362,secondary producer,1.00,,
5362,clean container,1.00,,
5362,inside wall,1.00,,
5362,ecological importance,1.00,,
5362,carbon mass,1.00,,
5362,community interaction,1.00,,
5362,evolutionary stability,1.00,,
5362,nutricline depth,1.00,,
5362,temperature/salinity diagram,1.00,,
5362,storm-surge barrier,1.00,,
5362,marine population,1.00,,
5362,human-delineated collection,1.00,,
5362,incomplete knowledge,1.00,,
5362,size-frequency spectrum,1.00,,
5362,bacterial spore,1.00,,
5362,marcel sandow3,1.00,,
5362,sulfide mineralogy,1.00,,
5362,enzymatic breakdown,1.00,,
5362,fega fig.4,1.00,,
5362,park place,1.00,,
5362,phytoplankton export,1.00,,
5362,trichloroacetic acid,1.00,,
5362,dreschel head,1.00,,
5362,valuable comment,1.00,,
5362,planktonic group,1.00,,
5362,station information,1.00,,
5362,etiologic agent,1.00,,
5362,continuous pattern,1.00,,
5362,green alga,1.00,,
5362,inorganic material,1.00,,
5362,marine.annualreviews.org copyright,1.00,,
5362,final model,1.00,,
5362,de baar,1.00,,
5362,mascot software,1.00,,
5362,initial community,1.00,,
5362,water vapor,1.00,,
5362,kg21 nitrate,1.00,,
5362,maternal condition,1.00,,
5362,social singularity,1.00,,
5362,algal quality,1.00,,
5362,limiting nutrient,1.00,,
5362,satellite-derived measurement,1.00,,
5362,export sale,1.00,,
5362,well-known index,1.00,,
5362,fe/ control,1.00,,
5362,predation mortality,1.00,,
5362,te research,1.00,,
5362,cellulose industry,1.00,,
5362,contextual datum,1.00,,
5362,advective loss,1.00,,
5362,net uptake,1.00,,
5362,global translocation,1.00,,
5362,phy- toplankton,1.00,,
5362,decadal-scale fluctuation,1.00,,
5362,static balance,1.00,,
5362,online log,1.00,,
5362,spiked seawater,1.00,,
5362,facilitated uptake,1.00,,
5362,enrichment phase,1.00,,
5362,zosolenia fragilissima,1.00,,
5362,western shelf,1.00,,
5362,salient criterion,1.00,,
5362,surface ph,1.00,,
5362,energy spending,1.00,,
5362,adenosine 59-triphosphate,1.00,,
5362,pygoscelis antarcticus,1.00,,
5362,20-year record,1.00,,
5362,vertical attenuation,1.00,,
5362,sea otter,1.00,,
5362,bacillus subtilis,1.00,,
5362,residual signal,1.00,,
5362,glacial meltwater,1.00,,
5362,top-down determination,1.00,,
5362,taylor gt,1.00,,
5362,statistical consideration,1.00,,
5362,non-crustacean zooplankton,1.00,,
5362,arbitrary assumption,1.00,,
5362,phosphorus discharge,1.00,,
5362,nitrogen isotope,1.00,,
5362,p analysis,1.00,,
5362,anvers island,1.00,,
5362,spanish government,1.00,,
5362,theoretical content,1.00,,
5362,mathematical term,1.00,,
5362,planktonic microorganisms1,1.00,,
5362,jenkins wj,1.00,,
5362,e.g.baltic sea,1.00,,
5362,photosynthesis ratio,1.00,,
5362,indicator specie,1.00,,
5362,bio- science,1.00,,
5362,plant succession,1.00,,
5362,short-term response,1.00,,
5362,linear scaling,1.00,,
5362,fe-containing enzyme,1.00,,
5362,14c-based dating,1.00,,
5362,upward mixing,1.00,,
5362,glantz mh,1.00,,
5362,other aspect,1.00,,
5362,chitinaceous plankton,1.00,,
5362,kleypas ja,1.00,,
5362,semi-cyclical variation,1.00,,
5362,effective driver,1.00,,
5362,lenton tm,1.00,,
5362,ecological point,1.00,,
5362,maximum gep,1.00,,
5362,capone d,1.00,,
5362,grazer gauntlet,1.00,,
5362,phosphate-fertilizer producer,1.00,,
5362,unit c,1.00,,
5362,membrane remodeling,1.00,,
5362,structural similarity,1.00,,
5362,transient bloom,1.00,,
5362,regional estimate,1.00,,
5362,acclimation status,1.00,,
5362,naupliar hatching,1.00,,
5362,riverine loading,1.00,,
5362,gastrointestinal poisoning,1.00,,
5362,laboratory datum,1.00,,
5362,subtropical water,1.00,,
5362,fluorometric analysis,1.00,,
5362,human removal,1.00,,
5362,photo-autotrophic growth,1.00,,
5362,pristine condition,1.00,,
5362,nutrient fertilization,1.00,,
5362,monthly interval,1.00,,
5362,continental boundary,1.00,,
5362,quantifiable abundance,1.00,,
5362,system-based definition,1.00,,
5362,algal specie,1.00,,
5362,complex world,1.00,,
5362,funka bay,1.00,,
5362,chemical evolution,1.00,,
5362,northern section,1.00,,
5362,challenging experiment,1.00,,
5362,predatory component,1.00,,
5362,recycled production,1.00,,
5362,pnas freshwater,1.00,,
5362,co2 control,1.00,,
5362,lake productivity,1.00,,
5362,particulate 14c,1.00,,
5362,carbon content,1.00,,
5362,mediumterm variability,1.00,,
5362,microphytoplankton stoichiometry,1.00,,
5362,reference site,1.00,,
5362,seabird population,1.00,,
5362,aarhus bay,1.00,,
5362,high-priority concern,1.00,,
5362,el sayed,1.00,,
5362,joel a,1.00,,
5362,logistical support,1.00,,
5362,grand banks,1.00,,
5362,scarce resource,1.00,,
5362,nutritional limitation,1.00,,
5362,break-even point,1.00,,
5362,batch incubation,1.00,,
5362,adjacent subregion,1.00,,
5362,minus mei,1.00,,
5362,pedersen tf,1.00,,
5362,fig.1 example,1.00,,
5362,expression analysis,1.00,,
5362,robert m.,1.00,,
5362,global warm-,1.00,,
5362,copepod nauplii,1.00,,
5362,biased method,1.00,,
5362,absolute methanol,1.00,,
5362,ma03-frontmatter ari,1.00,,
5362,cohesive behavior,1.00,,
5362,vilaine estuary,1.00,,
5362,century ocean,1.00,,
5362,disastrous bloom,1.00,,
5362,nutrient-limiting condition,1.00,,
5362,uml maximum,1.00,,
5362,backward procedure,1.00,,
5362,coastal sediment,1.00,,
5362,resistant specie,1.00,,
5362,extreme warming,1.00,,
5362,aod change,1.00,,
5362,dec n,1.00,,
5362,long-term adaptation,1.00,,
5362,kittiwake colony,1.00,,
5362,substantial progress,1.00,,
5362,system ersem,1.00,,
5362,15-ml tube,1.00,,
5362,ligand-iron complex,1.00,,
5362,diversity-stability relationship,1.00,,
5362,depth hm,1.00,,
5362,nutrient proportion,1.00,,
5362,reprothe system,1.00,,
5362,nw europe,1.00,,
5362,external property,1.00,,
5362,rapid cycling,1.00,,
5362,line sundt-hansen4,1.00,,
5362,kennish mj,1.00,,
5362,respective decrease,1.00,,
5362,chhak k,1.00,,
5362,te field,1.00,,
5362,indigestable content,1.00,,
5362,proice-cap instability,1.00,,
5362,weddell front,1.00,,
5362,replicate incubation,1.00,,
5362,light change,1.00,,
5362,abyssal flow,1.00,,
5362,centennial scale,1.00,,
5362,main problem,1.00,,
5362,catastrophic response,1.00,,
5362,planktonic micro-organism,1.00,,
5362,global median,1.00,,
5362,bacterial origin,1.00,,
5362,crucial aspect,1.00,,
5362,moore cm,1.00,,
5362,cloud formation,1.00,,
5362,digestive system,1.00,,
5362,short-term observation,1.00,,
5362,ross sea,1.00,,
5362,protein id,1.00,,
5362,competitive reaction,1.00,,
5362,bacterial substrate,1.00,,
5362,specia- tion,1.00,,
5362,fine-grained sediment,1.00,,
5362,nutrient distribution,1.00,,
5362,centropages spp.,1.00,,
5362,genetic sub-population,1.00,,
5362,atmospheric source,1.00,,
5362,vertical distribution,1.00,,
5362,springtime warming,1.00,,
5362,fig 1a,1.00,,
5362,bjerknes centre,1.00,,
5362,scatter span,1.00,,
5362,fish yield,1.00,,
5362,peptidase domain,1.00,,
5362,dimethyl sulfide,1.00,,
5362,scenario is92a,1.00,,
5362,adjacent panel,1.00,,
5362,gibson rn,1.00,,
5362,anthropogenic enrichment,1.00,,
5362,mcquatters-gollop a,1.00,,
5362,plankton organism,1.00,,
5362,dable subsystem,1.00,,
5362,main bulk,1.00,,
5362,cellular membrane,1.00,,
5362,romanian area,1.00,,
5362,bioinformatic tool,1.00,,
5362,more copepod,1.00,,
5362,cross-ecosystem analysis,1.00,,
5362,spring draw-down,1.00,,
5362,2500-year cycle,1.00,,
5362,optical kit,1.00,,
5362,trophic flux,1.00,,
5362,vice versa,1.00,,
5362,crozet islands,1.00,,
5362,vertical position,1.00,,
5362,pressure-state diagram,1.00,,
5362,chelex-100 labile,1.00,,
5362,fe stress,1.00,,
5362,mesocosm system,1.00,,
5362,c warming,1.00,,
5362,diatom-dominated system,1.00,,
5362,glucose supply,1.00,,
5362,atomic si,1.00,,
5362,interglacial timescale,1.00,,
5362,typical footprint,1.00,,
5362,positive trend,1.00,,
5362,tual model,1.00,,
5362,kudela rm,1.00,,
5362,pristine lagoon,1.00,,
5362,multifactorial experiment,1.00,,
5362,mm aperture,1.00,,
5362,microscopic measurement,1.00,,
5362,spontaneous mutation,1.00,,
5362,taxonomically-restricted subset,1.00,,
5362,bacterial uptake,1.00,,
5362,sathyendranth s,1.00,,
5362,chl-a determination,1.00,,
5362,uv radiation,1.00,,
5362,station d013,1.00,,
5362,marked depression,1.00,,
5362,biogeochemical network,1.00,,
5362,evolutionary selection,1.00,,
5362,basic question,1.00,,
5362,biogeochemical cycles4,1.00,,
5362,re-oxidation rate,1.00,,
5362,multidecadal variability,1.00,,
5362,external nutrient,1.00,,
5362,clear answer,1.00,,
5362,large-scale survey,1.00,,
5362,coastal pp,1.00,,
5362,light gradient,1.00,,
5362,food-size spectrum,1.00,,
5362,nao index,1.00,,
5362,low ven-,1.00,,
5362,optical condition,1.00,,
5362,small circle,1.00,,
5362,bacterial consumption,1.00,,
5362,anthropogenic forcing,1.00,,
5362,permanent source,1.00,,
5362,biological community,1.00,,
5362,bod bottle,1.00,,
5362,ecosystem manager,1.00,,
5362,annual term,1.00,,
5362,zhang zh,1.00,,
5362,experimental verification,1.00,,
5362,p l-1,1.00,,
5362,system complexity,1.00,,
5362,sub-arctic current,1.00,,
5362,cylindrical mesocosm,1.00,,
5362,worst case,1.00,,
5362,waste treatment,1.00,,
5362,uic model,1.00,,
5362,anti-cyclonic eddy,1.00,,
5362,lv elbe,1.00,,
5362,genetic material,1.00,,
5362,cross section,1.00,,
5362,danish limfjord,1.00,,
5362,nutrient status,1.00,,
5362,specific uptake,1.00,,
5362,doc flux,1.00,,
5362,physiological datum,1.00,,
5362,polar region,1.00,,
5362,climate-system component,1.00,,
5362,unimodal relationship,1.00,,
5362,blue-green algae,1.00,,
5362,environmental forcing,1.00,,
5362,dynamic gec,1.00,,
5362,past half-century,1.00,,
5362,roskilde fjord,1.00,,
5362,animal protein,1.00,,
5362,ctd carousel,1.00,,
5362,ultimate test,1.00,,
5362,inter-species relationship,1.00,,
5362,nutrient element,1.00,,
5362,ecosystem dynamic,1.00,,
5362,late r.a,1.00,,
5362,moderate decrease,1.00,,
5362,achterberg ep,1.00,,
5362,incubation light,1.00,,
5362,perturbation stress,1.00,,
5362,stomatal index,1.00,,
5362,pinc parameter,1.00,,
5362,natural period,1.00,,
5362,gentoo penguin,1.00,,
5362,biomass ratio,1.00,,
5362,human civilization,1.00,,
5362,podocoryne carnea,1.00,,
5362,change report,1.00,,
5362,es parameter,1.00,,
5362,reproductive capacity,1.00,,
5362,poikilothermic organism,1.00,,
5362,complementary constraint,1.00,,
5362,riverine flux,1.00,,
5362,unverifiable datum,1.00,,
5362,mixotroph model,1.00,,
5362,temperature signal,1.00,,
5362,emi/npgo pass,1.00,,
5362,penguin population,1.00,,
5362,sem photograph,1.00,,
5362,central focus,1.00,,
5362,cop 9a,1.00,,
5362,southward migration,1.00,,
5362,quantitative hypothesis,1.00,,
5362,post-1950 trend,1.00,,
5362,norwegian coast,1.00,,
5362,land-sea margin,1.00,,
5362,yr cycle,1.00,,
5362,climatic warming,1.00,,
5362,high-light acclimation,1.00,,
5362,intertidal biofilm,1.00,,
5362,conceptual understanding,1.00,,
5362,schematic view,1.00,,
5362,comprehensive review,1.00,,
5362,fish harvest,1.00,,
5362,spatial asymmetry,1.00,,
5362,negative phase,1.00,,
5362,antarctic krill,1.00,,
5362,consequent impact,1.00,,
5362,carnivore zooplankton,1.00,,
5362,human-altered influx,1.00,,
5362,fundamental advance,1.00,,
5362,environmental influence,1.00,,
5362,depth penetration,1.00,,
5362,chn analyzer,1.00,,
5362,geological process,1.00,,
5362,pcaco3 ~m,1.00,,
5362,steffen w,1.00,,
5362,blue shading,1.00,,
5362,protein phosphorylation,1.00,,
5362,bottom topography,1.00,,
5362,northward migration,1.00,,
5362,biological fixation,1.00,,
5362,aquatic photoautotroph,1.00,,
5362,accurate representation,1.00,,
5362,coccolithophore response,1.00,,
5362,cell growth,1.00,,
5362,latitudinal response,1.00,,
5362,trichodesmium spp,1.00,,
5362,physical estimate,1.00,,
5362,virus-induced lysis,1.00,,
5362,grant na17rj1231,1.00,,
5362,4-fold change,1.00,,
5362,ms/ms parameter,1.00,,
5362,species-abundance distribution,1.00,,
5362,nutrient threshold,1.00,,
5362,weak seasonality,1.00,,
5362,such condition,1.00,,
5362,poc export,1.00,,
5362,physiological limitation,1.00,,
5362,genera temora,1.00,,
5362,explosive growth,1.00,,
5362,nm iron,1.00,,
5362,geochemical record,1.00,,
5362,search purpose,1.00,,
5362,constant c,1.00,,
5362,constant n,1.00,,
5362,horizontal stripe,1.00,,
5362,annual pulse,1.00,,
5362,massive quantity,1.00,,
5362,nutrient molecule,1.00,,
5362,black bar,1.00,,
5362,obvious reduction,1.00,,
5362,community shift,1.00,,
5362,coastal flux,1.00,,
5362,climate-ocean variability,1.00,,
5362,h2o2+organic peroxide,1.00,,
5362,plumex experiment,1.00,,
5362,sst pattern,1.00,,
5362,soft tissue,1.00,,
5362,triangular space,1.00,,
5362,northern margin,1.00,,
5362,comparable importance,1.00,,
5362,photosynthetic rate,1.00,,
5362,summer bloom,1.00,,
5362,ecosystem rehabilitation,1.00,,
5362,clean room,1.00,,
5362,competitive binding,1.00,,
5362,agricultural pollutant,1.00,,
5362,signorini sr,1.00,,
5362,southern extent,1.00,,
5362,sst analysis,1.00,,
5362,biochemical energy,1.00,,
5362,dec hnp,1.00,,
5362,average salinity,1.00,,
5362,conclusive suggestion,1.00,,
5362,efficient mixing,1.00,,
5362,trophic architecture,1.00,,
5362,correlation coef,1.00,,
5362,time-series datum,1.00,,
5362,shellfish culture,1.00,,
5362,electron acceptor,1.00,,
5362,vii aod,1.00,,
5362,golterman hl,1.00,,
5362,empirical relafig.3,1.00,,
5362,small rate,1.00,,
5362,nutrient-poor system,1.00,,
5362,along-shelf distribution,1.00,,
5362,early-warning detection,1.00,,
5362,geochemical response,1.00,,
5362,phosphorus acquisition,1.00,,
5362,data density,1.00,,
5362,hydroxycarboxilic acid,1.00,,
5362,gregg ww,1.00,,
5362,nils tokle,1.00,,
5362,precipitation scavenging,1.00,,
5362,boron isotope,1.00,,
5362,biological organization,1.00,,
5362,natural bacterioplankton,1.00,,
5362,coccolith count,1.00,,
5362,algal metabolism,1.00,,
5362,experimental system,1.00,,
5362,physiological constraint,1.00,,
5362,volume relationship,1.00,,
5362,meiofaunal community,1.00,,
5362,retrospective analysis,1.00,,
5362,cu-dependent oxidase,1.00,,
5362,ambient temperature,1.00,,
5362,isobaric tagging,1.00,,
5362,gentili b,1.00,,
5362,sst relationship,1.00,,
5362,positive dependence,1.00,,
5362,realistic representation,1.00,,
5362,systematic trend,1.00,,
5362,medium-term trend,1.00,,
5362,benthic consumer,1.00,,
5362,p ingestion,1.00,,
5362,zoobenthos dynamic,1.00,,
5362,las lluvia,1.00,,
5362,estima- tion,1.00,,
5362,substantial decrease,1.00,,
5362,moderate change,1.00,,
5362,moderate ln,1.00,,
5362,graphic illustration,1.00,,
5362,front matter,1.00,,
5362,interbasin diversion,1.00,,
5362,microarray approach,1.00,,
5362,penetrative radiation,1.00,,
5362,trondheim fjord,1.00,,
5362,early-industrial input,1.00,,
5362,seston n,1.00,,
5362,political process,1.00,,
5362,genomic variability,1.00,,
5362,centrifugation procedure,1.00,,
5362,plant biomass,1.00,,
5362,thermocline pivot,1.00,,
5362,ciencias marinas,1.00,,
5362,severe limitation,1.00,,
5362,imperfect approximation,1.00,,
5362,organization variable,1.00,,
5362,respiratory flow,1.00,,
5362,non-interacting population,1.00,,
5362,biological oceanographer,1.00,,
5362,marine organisms,1.00,,
5362,planetary sciences,1.00,,
5362,century-scale analysis,1.00,,
5362,resource distribution,1.00,,
5362,bacterial count,1.00,,
5362,local public,1.00,,
5362,mrna expression,1.00,,
5362,o15 n,1.00,,
5362,nge og,1.00,,
5362,alexander ma,1.00,,
5362,nutrient delivery27,1.00,,
5362,protist decrease,1.00,,
5362,larger-scale dynamic,1.00,,
5362,microcosm temperature,1.00,,
5362,centrifugation method,1.00,,
5362,human fatality,1.00,,
5362,photosynthetic conversion,1.00,,
5362,recent development,1.00,,
5362,high-latitude system,1.00,,
5362,order polynomial,1.00,,
5362,wind regime,1.00,,
5362,griffiths fb,1.00,,
5362,refractory doc,1.00,,
5362,amp mortality,1.00,,
5362,middle part,1.00,,
5362,f0.2 fig.2,1.00,,
5362,talfe sampling,1.00,,
5362,coccolith production,1.00,,
5362,benthos response,1.00,,
5362,ecological community,1.00,,
5362,carnivore hydromedusa,1.00,,
5362,analysis failure,1.00,,
5362,predictive model,1.00,,
5362,cpr survey,1.00,,
5362,ortlieb l,1.00,,
5362,hadley cell,1.00,,
5362,color bar,1.00,,
5362,time-series effort,1.00,,
5362,plant requirement,1.00,,
5362,mortality factor,1.00,,
5362,habitat size,1.00,,
5362,moderate contribution,1.00,,
5362,temperate zone,1.00,,
5362,dominant mode,1.00,,
5362,priority program,1.00,,
5362,havells sylvania,1.00,,
5362,massive accumulation,1.00,,
5362,thomas hansen3,1.00,,
5362,parslow j,1.00,,
5362,herbivorous zooplankton,1.00,,
5362,mixing zone,1.00,,
5362,solar system,1.00,,
5362,objective assessment,1.00,,
5362,climate variable,1.00,,
5362,upward diffusion,1.00,,
5362,metabolic perturbation,1.00,,
5362,disfigurative power,1.00,,
5362,urchin egg,1.00,,
5362,relevant ery,1.00,,
5362,nitrous oxide,1.00,,
5362,active fluorescence,1.00,,
5362,project no,1.00,,
5362,gyre-like track,1.00,,
5362,maximum rate,1.00,,
5362,carbonate chemistry4,1.00,,
5362,ade- cycle,1.00,,
5362,estuarine ecology,1.00,,
5362,growth medium,1.00,,
5362,temperature-dependent production,1.00,,
5362,local alteration,1.00,,
5362,co2/air mixture,1.00,,
5362,shellfish poisoning,1.00,,
5362,global pool,1.00,,
5362,sub-antarctic front,1.00,,
5362,atmospheric homeostasis,1.00,,
5362,global anomaly,1.00,,
5362,wide-spread anoxia,1.00,,
5362,stippled curve,1.00,,
5362,copepod grazing,1.00,,
5362,regulatory goal,1.00,,
5362,excess vigour,1.00,,
5362,phagotrophic heterotroph,1.00,,
5362,seasonal adjustment,1.00,,
5362,marine life,1.00,,
5362,structural biomass,1.00,,
5362,differential pressure,1.00,,
5362,mineral cycling,1.00,,
5362,o2 saturation,1.00,,
5362,copepod recruitment,1.00,,
5362,tables s3,1.00,,
5362,tables s2,1.00,,
5362,barber rt,1.00,,
5362,seaweed ecology,1.00,,
5362,chlorophyll variability,1.00,,
5362,consistent datum,1.00,,
